file,fat tree,rail only,HyperX,DragonFly+
gpt_22B-world_size512-tp8-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,55525532762112,55525532762112,27762766381056,55525532762112
gpt_7B-world_size1024-tp16-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,357257151799296,357257151799296,178628575899648,357257151799296
gpt_7B-world_size1024-tp16-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,207720771756032,207720771756032,103860385878016,207720771756032
gpt_7B-world_size1024-tp16-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,124941796638720,124941796638720,62470898319360,124941796638720
gpt_7B-world_size1024-tp32-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,735978445627392,735978445627392,367989222813696,735978445627392
gpt_7B-world_size1024-tp32-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,428618625327104,428618625327104,214309312663552,428618625327104
gpt_7B-world_size1024-tp32-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,258017986871296,258017986871296,129008993435648,258017986871296
gpt_7B-world_size1024-tp4-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,75871411003392,75871411003392,37935705501696,75871411003392
gpt_7B-world_size1024-tp4-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,42775697432576,42775697432576,21387848716288,42775697432576
gpt_7B-world_size1024-tp4-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,25332339965952,25332339965952,12666169982976,25332339965952
gpt_7B-world_size1024-tp8-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,168802973147136,168802973147136,84401486573568,168802973147136
gpt_7B-world_size1024-tp8-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,97521235927040,97521235927040,48760617963520,97521235927040
gpt_7B-world_size1024-tp8-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,58471773896704,58471773896704,29235886948352,58471773896704
gpt_7B-world_size128-tp4-pp4-ep1-gbs4096-mbs1-seq2048-MOE-False-GEMM-False-flash_attn-False_tp_only,51734997369856,51734997369856,25867498684928,51734997369856
gpt_7B-world_size2048-tp16-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,714514303598592,714514303598592,357257151799296,714514303598592
gpt_7B-world_size2048-tp16-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,415441543512064,415441543512064,207720771756032,415441543512064
gpt_7B-world_size2048-tp16-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,249883593277440,249883593277440,124941796638720,249883593277440
gpt_7B-world_size2048-tp32-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,1471956891254784,1471956891254784,735978445627392,1471956891254784
gpt_7B-world_size2048-tp32-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,857237250654208,857237250654208,428618625327104,857237250654208
gpt_7B-world_size2048-tp32-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,516035973742592,516035973742592,258017986871296,516035973742592
gpt_7B-world_size2048-tp4-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,151742822006784,151742822006784,75871411003392,151742822006784
gpt_7B-world_size2048-tp4-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,85551394865152,85551394865152,42775697432576,85551394865152
gpt_7B-world_size2048-tp4-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,50664679931904,50664679931904,25332339965952,50664679931904
gpt_7B-world_size2048-tp8-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,337605946294272,337605946294272,168802973147136,337605946294272
gpt_7B-world_size2048-tp8-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,195042471854080,195042471854080,97521235927040,195042471854080
gpt_7B-world_size2048-tp8-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,116943547793408,116943547793408,58471773896704,116943547793408
gpt_7B-world_size256-tp4-pp4-ep1-gbs2048-mbs1-seq8192-MOE-False-GEMM-False-flash_attn-False_tp_only,73130292807680,73130292807680,36565146403840,73130292807680
gpt_7B-world_size4096-tp4-pp1-ep1-gbs8192-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,593299601817600,593299601817600,296649800908800,593299601817600
gpt_7B-world_size512-tp16-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,178628575899648,178628575899648,89314287949824,178628575899648
gpt_7B-world_size512-tp16-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,103860385878016,103860385878016,51930192939008,103860385878016
gpt_7B-world_size512-tp16-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,62470898319360,62470898319360,31235449159680,62470898319360
gpt_7B-world_size512-tp32-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,367989222813696,367989222813696,183994611406848,367989222813696
gpt_7B-world_size512-tp32-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,214309312663552,214309312663552,107154656331776,214309312663552
gpt_7B-world_size512-tp32-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,129008993435648,129008993435648,64504496717824,129008993435648
gpt_7B-world_size512-tp4-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,37935705501696,37935705501696,18967852750848,37935705501696
gpt_7B-world_size512-tp4-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,21387848716288,21387848716288,10693924358144,21387848716288
gpt_7B-world_size512-tp4-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,12666169982976,12666169982976,6333084991488,12666169982976
gpt_7B-world_size512-tp8-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,84401486573568,84401486573568,42200743286784,84401486573568
gpt_7B-world_size512-tp8-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,48760617963520,48760617963520,24380308981760,48760617963520
gpt_7B-world_size512-tp8-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_tp_only,29235886948352,29235886948352,14617943474176,29235886948352
gpt_7B-world_size64-tp4-pp2-ep1-gbs2048-mbs1-seq2048-MOE-False-GEMM-False-flash_attn-False_tp_only,40922752747008,40922752747008,20461376373504,40922752747008
llama_405B-world_size1024-tp16-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,4523401936920576,4523401936920576,2261700968460288,4523401936920576
llama_405B-world_size1024-tp16-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,2363139371835392,2363139371835392,1181569685917696,2363139371835392
llama_405B-world_size1024-tp16-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,1295184321576960,1295184321576960,647592160788480,1295184321576960
llama_405B-world_size1024-tp32-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_tp_only,9246383933513728,9246383933513728,4623191966756864,9246383933513728
