file,fat tree,DragonFly+,HyperX
gpt_7B-world_size1024-tp16-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1101650722816,2478714126336,1996741935104
gpt_175B-world_size512-tp32-pp4-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1473383497728,3683458744320,2210075246592
gpt_7B-world_size512-tp4-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,2617717555200,2748603432960,2257781391360
llama_405B-world_size1024-tp32-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,1555415695360,3888539238400,2333123543040
gpt_175B-world_size2048-tp32-pp8-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1572234854400,3930587136000,2358352281600
gpt_175B-world_size512-tp8-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1474465628160,3133239459840,2396006645760
gpt_7B-world_size2048-tp4-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,2930948177920,3077495586816,2509624377344
gpt_175B-world_size2048-tp8-pp16-ep1-gbs8192-mbs1-seq2048-MOE-False-GEMM-False-flash_attn-False_dp_only,1566069227520,3327897108480,2544862494720
gpt_22B-world_size1024-tp32-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1575317667840,3938294169600,2559891210240
llama_405B-world_size512-tp16-pp8-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,1507231531008,3391270944768,2637655179264
gpt_175B-world_size1024-tp16-pp8-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1511736213504,3401406480384,2645538373632
gpt_22B-world_size1024-tp8-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1597903994880,3395545989120,2646528491520
gpt_22B-world_size512-tp16-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1517687930880,3414797844480,2750809374720
gpt_22B-world_size2048-tp16-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1652476084224,3718071189504,2943473025024
gpt_13B-world_size512-tp8-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,1780796620800,3784192819200,2949444403200
