file,fat tree,DragonFly+,HyperX
gpt_175B-world_size2048-tp8-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,23070366498816,49024528809984,37849820037120
llama_405B-world_size1024-tp32-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,23541890154496,58854725386240,38255571501056
llama_405B-world_size1024-tp8-pp4-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,23564270960640,50074075791360,39028323778560
gpt_175B-world_size1024-tp16-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,22748873097216,51184964468736,41232332488704
llama_405B-world_size2048-tp16-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,23747645931520,53432203345920,42300494315520
llama_405B-world_size512-tp16-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,23350361456640,52538313277440,42322530140160
llama_65B-world_size2048-tp8-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,32319174868992,66597087608832,51416869109760
gpt_7B-world_size4096-tp4-pp1-ep1-gbs8192-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,79631527772160,83093768110080,65535263539200
llama_405B-world_size2048-tp32-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,53021081862144,117824626360320,73640391475200
gpt_175B-world_size1024-tp8-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,45291990417408,96245479636992,75014859128832
llama_405B-world_size512-tp8-pp2-ep1-gbs1024-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,46563820830720,98948119265280,77121328250880
llama_405B-world_size2048-tp8-pp4-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,47220950827008,100344520507392,77471872450560
gpt_175B-world_size2048-tp16-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,48388656070656,102470095208448,81122158706688
llama_405B-world_size1024-tp16-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,46792292958208,105282659155968,84811030986752
gpt_175B-world_size2048-tp8-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-False_dp_only,93506134081536,192679306592256,148759758766080
llama_405B-world_size1024-tp8-pp2-ep1-gbs2048-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,93310244880384,198284270370816,154545093083136
llama_405B-world_size2048-tp16-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,99530915708928,210771350913024,166860652806144
llama_405B-world_size2048-tp8-pp2-ep1-gbs4096-mbs1-seq4096-MOE-False-GEMM-False-flash_attn-True_dp_only,192640689635328,396956572581888,306473824419840
