,file,num_nonzero,min,mean,median,max,p10,p25,p50,p60,p70,p80,p90,p95,p99
0,Fat_Tree_gpt_13B-world_size512-tp16-pp2-ep16-gbs1024-mbs1-seq4096-MOE-True-GEMM-True-flash_attn-False_delay.csv,1536,0.0002097151999999,2.9881116458666663,0.039549888,25.9624009728,0.0002097151999999,0.0002097151999999,0.039549888,0.039549888,6.490600243199999,6.490600243199999,6.490600243199999,6.490600243199999,25.9624009728
1,HyperX_gpt_13B-world_size512-tp16-pp2-ep16-gbs1024-mbs1-seq4096-MOE-True-GEMM-True-flash_attn-False_delay.csv,1536,0.0003145728,2.7284163496,0.069212304,19.4718007296,0.0003145728,0.0003145728,0.079099776,0.079099776,6.490600243199999,6.490600243199999,6.490600243199999,6.490600243199999,19.4718007296
2,Dragonfly+_gpt_13B-world_size512-tp16-pp2-ep16-gbs1024-mbs1-seq4096-MOE-True-GEMM-True-flash_attn-False_delay.csv,1536,0.0005242879999999,3.004695623466666,0.08898724799999995,25.9624009728,0.0005242879999999,0.0005242879999999,0.0988747199999999,0.0988747199999999,6.490600243199999,6.490600243199999,6.490600243199999,6.490600243199999,25.9624009728
